gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,total_services,income_per_tenure
0,1,0,0,34,1,0,1,0,1,1,0,1,96.35,3190.25,0,False,True,True,False,False,False,False,True,False,4,2.7528571428571427
0,0,0,0,35,0,0,0,0,0,0,0,0,24.15,812.5,0,True,False,False,False,False,False,False,True,False,0,0.6708333333333333
0,0,1,1,61,1,0,0,0,0,0,0,0,19.1,1143.8,0,False,False,False,True,True,False,True,False,False,1,0.3080645161290323
1,0,0,0,1,1,0,0,0,0,0,0,0,44.0,44.0,0,False,False,False,False,False,False,False,True,False,1,22.0
0,0,0,0,1,1,0,0,0,0,0,0,1,50.1,50.1,1,False,True,False,False,False,False,False,False,True,1,25.05
0,0,1,1,53,1,0,0,1,0,0,1,0,60.6,3297.0,0,False,False,False,False,True,False,True,False,False,3,1.1222222222222222
0,0,1,0,72,1,0,0,0,0,0,0,0,25.65,1887.0,0,False,True,False,True,False,True,False,False,False,1,0.3513698630136986
1,0,1,0,2,1,0,0,1,0,0,0,0,76.4,151.8,1,False,False,True,False,False,False,False,True,False,2,25.46666666666667
1,0,0,0,3,1,0,0,1,1,1,1,1,98.7,293.65,1,False,False,True,False,False,False,False,True,False,5,24.675
0,1,0,0,13,1,1,0,0,0,1,1,1,100.8,1308.1,1,False,True,True,False,False,False,False,True,False,4,7.2
1,1,1,0,41,0,0,1,1,0,1,1,1,53.95,2215.4,0,True,False,False,False,False,False,False,True,False,4,1.2845238095238096
0,0,1,0,24,1,0,0,0,0,0,0,0,20.4,482.8,0,False,False,False,True,True,False,True,False,False,1,0.816
0,0,1,1,28,1,0,0,0,0,1,1,1,90.1,2598.95,1,False,False,True,False,True,False,False,False,False,3,3.106896551724138
1,0,0,0,8,0,1,0,0,0,0,0,0,29.35,216.45,0,True,False,False,False,False,False,False,False,True,1,3.261111111111111
1,0,0,0,1,1,0,0,0,0,0,0,1,20.45,20.45,0,False,False,False,True,False,False,False,False,True,1,10.225
0,0,0,0,54,1,0,0,1,1,0,1,1,95.1,5064.85,0,False,True,True,False,False,True,False,False,False,4,1.729090909090909
1,0,0,0,41,1,0,0,0,0,0,0,1,25.25,996.45,0,False,True,False,True,False,False,False,False,False,1,0.6011904761904762
0,0,1,0,19,1,0,0,0,0,0,0,0,44.9,839.65,0,False,False,False,False,False,False,False,False,True,1,2.245
0,0,1,1,72,1,1,1,1,1,1,1,0,92.65,6733.0,0,False,True,False,False,False,True,False,False,False,7,1.2691780821917809
1,0,0,0,62,0,1,1,1,1,0,0,1,43.7,2618.3,0,True,False,False,False,False,True,False,False,False,4,0.6936507936507937
0,1,1,1,56,1,1,0,0,1,1,1,1,72.6,4084.35,0,False,False,False,False,False,True,True,False,False,5,1.2736842105263158
1,0,0,0,15,1,0,0,0,0,0,0,0,51.55,765.5,1,False,True,False,False,False,False,False,True,False,1,3.221875
1,1,0,0,10,1,0,0,0,0,0,1,1,79.25,793.55,1,False,False,True,False,False,False,False,True,False,2,7.204545454545454
1,0,1,1,32,1,0,0,0,0,0,0,0,18.95,613.95,0,False,False,False,True,False,True,False,False,True,1,0.5742424242424242
1,0,0,0,21,1,0,0,0,0,0,0,0,20.5,402.85,0,False,False,False,True,False,False,True,False,False,1,0.9318181818181818
1,0,1,1,62,1,0,0,0,0,0,0,0,19.95,1244.8,0,False,False,False,True,True,False,False,False,False,1,0.31666666666666665
0,0,0,0,2,0,0,0,0,0,0,0,0,24.5,46.4,0,True,False,False,False,False,False,False,True,False,0,8.166666666666666
1,0,0,1,27,1,0,0,0,0,0,0,0,20.6,581.85,0,False,False,False,True,False,True,False,False,True,1,0.7357142857142858
1,0,0,0,5,1,0,0,0,0,1,1,1,94.85,462.8,1,False,True,True,False,False,False,False,False,False,3,15.808333333333332
0,0,0,0,25,0,1,1,1,0,1,1,0,61.05,1540.2,0,True,False,False,False,True,False,False,True,False,5,2.348076923076923
0,0,0,0,2,1,0,0,0,0,0,1,1,85.7,169.8,1,False,True,True,False,False,False,False,True,False,2,28.566666666666666
1,0,0,0,49,1,0,1,0,1,1,1,1,106.65,5168.1,0,False,True,True,False,True,False,False,False,False,5,2.133
0,0,0,0,63,1,1,1,1,0,1,1,0,108.25,6780.1,0,False,True,True,False,False,False,True,False,False,6,1.69140625
0,0,0,1,4,1,0,0,0,0,0,0,0,20.4,94.5,0,False,False,False,True,False,False,True,False,False,1,4.08
0,0,1,0,1,1,0,0,0,0,1,0,1,55.3,55.3,0,False,False,False,False,False,False,False,False,True,2,27.65
1,0,0,0,11,1,0,0,0,0,0,0,0,20.25,208.0,0,False,False,False,True,False,False,False,False,True,1,1.6875
1,1,0,0,52,1,0,0,0,0,0,0,1,72.95,3829.75,0,False,True,True,False,False,False,False,False,False,1,1.3764150943396227
0,1,1,0,60,1,0,1,0,0,0,1,0,89.45,5294.6,0,False,True,True,False,False,False,False,True,False,3,1.4663934426229508
1,0,0,0,64,1,0,0,1,1,1,1,1,104.65,6889.8,0,False,True,True,False,True,False,True,False,False,5,1.61
0,0,1,1,43,1,1,0,1,0,1,1,0,75.2,3254.35,0,False,False,False,False,False,True,False,False,False,5,1.7090909090909092
0,0,1,0,61,1,0,0,0,1,1,1,0,101.15,6383.9,0,False,True,True,False,True,False,False,False,False,4,1.631451612903226
0,0,0,0,1,1,0,0,0,0,0,0,0,44.4,44.4,1,False,False,False,False,False,False,False,False,True,1,22.2
1,1,0,0,5,1,0,0,0,0,1,1,1,89.5,477.7,1,False,False,True,False,False,False,False,True,False,3,14.916666666666666
1,0,0,0,66,1,1,1,1,1,0,0,0,68.75,4447.55,0,False,True,False,False,False,True,False,False,False,5,1.0261194029850746
1,0,1,0,67,1,1,1,1,1,1,1,1,111.05,7321.05,0,False,False,True,False,False,True,False,True,False,7,1.6330882352941176
0,0,1,0,42,1,0,0,1,1,1,1,1,99.0,4135.0,0,False,False,True,False,False,True,True,False,False,5,2.302325581395349
1,1,1,0,1,1,0,0,0,0,1,0,1,86.05,86.05,1,False,True,True,False,False,False,False,True,False,2,43.025
0,0,1,1,31,1,0,0,0,0,0,0,0,21.0,697.7,0,False,False,False,True,False,True,False,False,True,1,0.65625
1,0,0,0,7,1,0,0,0,0,0,0,1,19.4,168.65,0,False,False,False,True,False,False,False,False,True,1,2.425
1,0,0,0,4,0,0,0,0,0,1,1,1,44.55,174.3,1,True,False,False,False,False,False,False,True,False,2,8.91
1,0,1,1,34,1,0,0,1,0,1,1,0,77.2,2753.8,0,False,True,False,False,True,False,False,False,False,4,2.205714285714286
1,0,0,0,3,1,0,0,0,0,0,0,1,19.45,69.25,0,False,False,False,True,True,False,False,False,True,1,4.8625
0,0,1,1,19,0,0,0,0,0,0,0,1,24.85,434.8,0,True,False,False,False,False,False,False,False,True,0,1.2425000000000002
1,0,1,1,31,0,1,0,0,1,0,0,0,35.4,1077.5,1,True,False,False,False,False,False,False,False,False,2,1.10625
0,0,0,0,1,1,0,0,0,0,1,1,0,95.65,95.65,1,False,True,True,False,False,False,False,False,True,3,47.825
1,0,0,0,3,0,1,0,1,1,0,0,0,41.35,107.25,0,True,False,False,False,False,False,False,False,True,3,10.3375
1,0,1,0,46,1,0,0,0,0,0,0,0,19.6,851.2,0,False,False,False,True,False,False,False,True,False,1,0.4170212765957447
0,0,0,0,1,1,0,0,0,0,0,0,0,20.95,20.95,1,False,False,False,True,False,False,False,False,True,1,10.475
0,0,1,1,69,1,1,0,1,0,0,0,0,84.45,5848.6,0,False,True,True,False,True,False,False,False,False,3,1.2064285714285714
1,0,0,0,5,1,0,0,0,0,0,0,0,20.25,109.8,0,False,False,False,True,False,False,False,False,True,1,3.375
1,0,0,0,1,1,0,0,0,0,0,0,0,19.65,19.65,0,False,False,False,True,False,False,False,False,False,1,9.825
1,0,0,0,26,1,0,0,0,0,0,0,1,20.65,595.5,0,False,False,False,True,True,False,True,False,False,1,0.7648148148148147
0,1,0,0,10,0,0,0,0,0,0,1,1,34.7,329.8,1,True,False,False,False,False,False,False,True,False,1,3.1545454545454548
1,0,0,0,25,1,0,0,1,1,1,1,0,99.3,2513.5,0,False,False,True,False,False,True,False,False,False,5,3.819230769230769
1,0,1,1,64,1,1,1,0,0,0,0,0,81.05,5135.35,0,False,False,True,False,False,False,False,True,False,3,1.2469230769230768
1,0,1,1,30,1,1,1,1,1,0,0,0,67.6,2000.2,0,False,True,False,False,False,False,False,True,False,5,2.1806451612903226
1,0,0,0,13,1,0,0,0,0,0,0,1,70.15,931.75,0,False,False,True,False,False,False,False,True,False,1,5.010714285714286
0,0,1,0,64,1,1,1,1,1,1,1,1,115.0,7396.15,0,False,True,True,False,True,False,False,True,False,7,1.7692307692307692
0,0,0,1,46,1,0,0,1,1,0,0,1,84.8,3958.85,0,False,True,True,False,False,False,False,False,False,3,1.804255319148936
0,0,0,0,12,1,0,0,0,0,0,0,0,19.7,260.9,0,False,False,False,True,True,False,False,False,True,1,1.5153846153846153
0,0,0,0,15,1,0,0,0,0,0,0,0,19.75,297.3,1,False,False,False,True,False,False,False,False,False,1,1.234375
1,0,1,1,17,1,0,0,0,0,1,1,1,92.55,1515.1,1,False,True,True,False,False,False,False,True,False,3,5.141666666666667
0,0,1,1,13,1,1,0,1,0,0,1,1,63.15,816.8,0,False,False,False,False,False,False,False,False,True,4,4.510714285714285
0,0,1,1,67,1,1,1,0,1,1,0,0,74.0,4868.4,0,False,True,False,False,False,True,True,False,False,5,1.088235294117647
1,0,1,0,24,0,0,0,1,0,0,0,0,29.1,688.0,0,True,False,False,False,False,False,False,True,False,1,1.1640000000000001
1,0,0,0,6,1,0,0,0,1,0,0,0,50.05,288.35,0,False,False,False,False,False,False,False,False,True,2,7.1499999999999995
1,1,1,0,53,1,1,0,0,1,0,0,1,60.05,3229.65,1,False,True,False,False,True,False,False,True,False,3,1.112037037037037
1,1,1,0,16,1,0,1,0,0,0,0,1,74.3,1178.25,1,False,False,True,False,False,False,True,False,False,2,4.370588235294117
1,0,0,0,10,1,0,0,0,0,0,0,0,20.0,185.4,0,False,False,False,True,False,False,False,True,False,1,1.8181818181818181
0,0,0,0,13,1,0,1,0,0,0,0,1,74.65,966.25,0,False,False,True,False,True,False,False,False,True,2,5.332142857142857
1,0,0,0,9,1,0,0,0,0,1,0,1,85.35,758.6,1,False,True,True,False,False,False,False,True,False,2,8.535
0,0,0,0,25,1,1,1,1,1,1,0,0,74.3,1863.8,1,False,False,False,False,True,False,False,False,True,6,2.8576923076923078
1,1,0,0,7,0,0,1,0,1,0,1,1,44.4,265.8,0,True,False,False,False,False,False,False,True,False,3,5.55
1,0,1,1,38,1,1,0,1,1,1,1,1,85.4,3297.0,0,False,True,False,False,False,True,False,False,False,6,2.18974358974359
0,0,1,0,43,1,1,1,0,0,0,1,1,94.1,4107.3,0,False,True,True,False,False,False,False,True,False,4,2.1386363636363637
0,0,0,1,4,1,0,0,1,1,1,1,1,98.1,396.3,1,False,False,True,False,False,False,False,False,False,5,19.619999999999997
0,0,0,0,25,1,0,1,1,1,1,1,0,108.9,2809.05,0,False,True,True,False,False,True,False,True,False,6,4.188461538461539
1,0,0,1,27,1,1,1,0,0,0,0,0,56.2,1567.55,0,False,False,False,False,True,False,False,False,True,3,2.007142857142857
1,0,1,1,72,1,0,0,0,0,0,0,0,26.1,1851.45,0,False,True,False,True,False,True,False,False,True,1,0.3575342465753425
1,0,0,1,71,1,1,1,0,0,0,0,1,85.45,6028.95,0,False,True,True,False,True,False,True,False,False,3,1.1868055555555557
0,0,0,0,24,1,0,0,1,0,1,0,1,88.95,2072.75,0,False,True,True,False,False,False,True,False,False,3,3.5580000000000003
0,0,0,0,50,1,1,1,0,1,1,1,1,109.65,5551.15,1,False,True,True,False,False,True,False,True,False,6,2.15
1,0,0,0,57,1,1,0,1,0,1,1,1,74.35,4317.35,0,False,False,False,False,False,True,False,False,False,5,1.2818965517241379
0,0,0,0,15,1,0,1,0,0,0,0,0,48.85,736.8,0,False,False,False,False,False,False,False,True,False,2,3.053125
1,0,0,0,4,1,1,0,0,0,0,0,1,80.1,336.15,0,False,True,True,False,False,False,False,True,False,2,16.02
0,0,0,0,28,1,1,1,0,0,0,0,0,56.05,1522.65,0,False,False,False,False,False,False,False,True,False,3,1.932758620689655
0,1,0,0,9,1,0,0,0,0,0,0,1,74.55,622.9,1,False,True,True,False,False,False,False,True,False,1,7.455
0,0,1,0,55,1,1,0,0,0,1,0,1,89.8,4959.6,0,False,True,True,False,False,False,False,False,False,3,1.6035714285714284
1,0,0,0,3,1,0,0,1,0,1,1,1,100.95,329.95,1,False,True,True,False,False,False,False,True,False,4,25.2375
1,0,0,0,10,1,0,0,1,0,1,1,1,94.9,1048.85,1,False,False,True,False,False,False,False,True,False,4,8.627272727272727
1,0,0,1,55,1,0,0,0,0,0,0,0,19.1,1001.5,0,False,False,False,True,True,False,False,False,False,1,0.3410714285714286
0,0,1,1,20,1,0,0,0,0,0,0,0,20.35,442.6,0,False,False,False,True,False,False,False,False,True,1,0.9690476190476192
0,0,1,1,62,1,0,1,0,1,1,1,1,106.05,6703.5,0,False,True,True,False,True,False,True,False,False,5,1.6833333333333333
1,1,1,0,32,1,0,0,1,1,1,1,1,104.9,3351.55,1,False,True,True,False,False,False,False,True,False,5,3.178787878787879
0,0,0,0,43,1,0,0,0,0,0,0,1,19.65,779.25,0,False,False,False,True,False,True,False,False,False,1,0.44659090909090904
1,0,1,0,9,0,0,0,0,0,0,0,0,24.1,259.8,1,True,False,False,False,True,False,False,False,False,0,2.41
0,0,1,0,60,1,1,1,0,1,0,0,0,59.85,3483.45,0,False,False,False,False,False,True,False,False,False,4,0.9811475409836066
1,0,1,0,58,1,1,1,1,0,1,1,1,86.1,4890.5,0,False,True,False,False,False,True,False,True,False,6,1.459322033898305
1,0,0,1,7,1,0,0,0,0,0,0,0,19.45,136.75,0,False,False,False,True,True,False,False,False,True,1,2.43125
1,0,1,1,2,1,1,0,0,0,1,1,0,97.1,184.15,0,False,False,True,False,False,False,False,True,False,4,32.36666666666667
1,1,0,0,37,0,0,1,1,0,0,0,0,36.65,1315.0,0,True,False,False,False,False,False,False,True,False,2,0.9644736842105263
0,1,1,1,65,1,0,0,1,1,1,1,1,103.9,6767.1,0,False,True,True,False,True,False,False,False,False,5,1.5742424242424242
0,0,1,1,39,1,0,0,0,0,0,0,0,19.75,757.95,0,False,False,False,True,False,True,False,False,True,1,0.49375
1,0,1,0,66,1,0,1,0,1,1,1,1,104.05,6890.0,1,False,True,True,False,True,False,False,True,False,5,1.5529850746268656
1,0,0,0,68,1,0,0,0,0,0,0,0,24.55,1657.4,0,False,True,False,True,False,True,False,False,True,1,0.3557971014492754
0,0,1,1,62,0,1,1,0,1,1,0,0,48.7,3008.55,0,True,False,False,False,False,True,False,False,False,4,0.773015873015873
1,0,0,0,3,1,0,0,1,1,1,0,1,88.35,262.05,1,False,False,True,False,False,False,False,False,True,4,22.0875
0,0,1,0,72,1,1,1,1,0,1,1,1,109.55,8165.1,0,False,True,True,False,False,True,False,True,False,6,1.5006849315068493
0,0,1,0,41,1,0,0,0,0,0,0,0,20.65,875.55,0,False,False,False,True,False,True,True,False,False,1,0.49166666666666664
1,0,1,1,29,1,1,0,0,0,1,1,0,94.65,2649.15,1,False,False,True,False,False,False,True,False,False,4,3.1550000000000002
0,0,0,0,4,1,1,1,0,0,0,0,0,55.2,220.65,0,False,False,False,False,False,False,False,True,False,3,11.040000000000001
1,0,0,0,53,1,0,0,0,0,0,0,0,24.05,1301.9,0,False,True,False,True,True,False,False,False,False,1,0.44537037037037036
1,1,1,0,1,1,0,0,0,0,0,0,1,74.4,74.4,1,False,True,True,False,False,False,False,True,False,1,37.2
0,0,1,1,41,1,1,1,1,1,0,1,0,79.9,3326.2,1,False,True,False,False,False,False,True,False,False,6,1.9023809523809525
1,0,1,0,39,1,0,0,0,0,0,0,1,20.45,790.0,0,False,False,False,True,False,True,False,False,False,1,0.51125
1,0,1,0,63,1,0,0,0,0,0,0,0,19.25,1237.65,0,False,False,False,True,False,True,False,False,True,1,0.30078125
1,0,0,0,15,1,0,0,0,0,0,0,1,26.35,378.6,0,False,True,False,True,False,False,False,True,False,1,1.646875
0,0,1,0,13,1,0,0,0,0,0,0,0,43.8,592.65,0,False,False,False,False,True,False,False,True,False,1,3.1285714285714286
1,0,0,0,1,1,0,1,0,0,0,0,1,50.15,50.15,0,False,False,False,False,False,False,False,False,True,2,25.075
1,0,0,0,1,1,0,0,0,0,0,0,0,20.45,20.45,0,False,False,False,True,False,True,False,False,True,1,10.225
1,1,0,0,8,1,0,0,0,0,0,0,1,69.7,560.85,1,False,False,True,False,False,False,False,True,False,1,7.7444444444444445
1,0,0,0,60,1,1,1,1,0,0,0,0,61.4,3638.25,0,False,False,False,False,False,True,False,True,False,4,1.0065573770491802
0,1,1,0,12,1,0,1,1,0,1,0,1,98.1,1060.2,1,False,True,True,False,False,False,False,True,False,4,7.546153846153846
1,0,1,0,40,1,0,1,0,1,1,0,0,70.75,2921.75,0,False,True,False,False,True,False,True,False,False,4,1.725609756097561
0,0,0,0,66,1,1,1,1,0,0,0,1,61.15,4017.45,0,False,False,False,False,False,True,False,False,False,4,0.9126865671641791
1,0,1,1,42,1,0,0,0,0,0,0,0,20.25,854.9,0,False,False,False,True,True,False,False,False,True,1,0.47093023255813954
0,1,0,0,66,1,1,1,0,1,0,0,1,63.85,4174.35,0,False,True,False,False,True,False,True,False,False,4,0.9529850746268657
1,0,0,0,49,1,0,1,0,0,1,1,0,98.7,4920.55,0,False,True,True,False,False,False,False,True,False,4,1.974
0,0,0,0,1,1,0,0,0,0,0,0,0,20.5,20.5,1,False,False,False,True,False,False,False,False,True,1,10.25
0,0,0,0,41,1,0,0,0,0,0,0,0,20.0,810.3,0,False,False,False,True,False,True,False,False,True,1,0.47619047619047616
0,0,1,1,41,1,0,0,0,0,0,0,0,19.3,772.4,0,False,False,False,True,False,True,False,False,False,1,0.45952380952380956
0,0,1,1,23,1,1,1,0,1,0,0,0,84.4,1936.85,0,False,False,True,False,False,False,False,False,True,4,3.516666666666667
1,0,0,0,3,0,0,0,0,0,0,0,0,25.1,79.8,0,True,False,False,False,False,False,False,True,False,0,6.275
0,0,0,0,4,0,1,0,1,1,0,1,0,48.25,202.25,0,True,False,False,False,False,False,False,False,True,4,9.65
0,0,1,1,52,1,0,0,0,0,0,0,0,19.85,1070.5,0,False,False,False,True,False,True,False,False,True,1,0.3745283018867925
0,1,1,0,4,1,1,0,0,0,1,1,1,99.6,347.65,1,False,True,True,False,False,False,False,True,False,4,19.919999999999998
0,0,0,0,11,1,0,1,1,1,0,1,1,94.2,999.9,0,False,False,True,False,False,False,False,True,False,5,7.8500000000000005
0,0,1,0,2,1,1,0,0,0,0,1,1,62.15,113.1,0,False,False,False,False,False,False,False,False,True,3,20.716666666666665
0,0,1,0,26,1,0,1,0,0,0,0,0,79.3,2015.8,0,False,True,True,False,False,False,False,False,False,2,2.937037037037037
1,0,1,1,24,1,1,0,1,0,0,0,1,56.25,1454.25,0,False,False,False,False,True,False,True,False,False,3,2.25
0,0,0,0,12,1,0,0,0,0,0,0,0,20.3,246.7,0,False,False,False,True,False,False,False,False,True,1,1.5615384615384615
1,1,1,0,60,1,0,0,0,1,1,1,1,99.0,6017.9,0,False,True,True,False,False,False,False,True,False,4,1.6229508196721312
0,0,1,1,64,1,1,1,1,1,1,1,1,90.6,5817.45,0,False,True,False,False,False,True,False,False,True,7,1.3938461538461537
1,0,1,0,66,1,1,1,1,1,1,1,1,85.9,5595.3,0,False,False,False,False,False,True,False,False,False,7,1.282089552238806
0,0,0,0,60,1,0,0,1,0,0,0,1,79.2,4765.0,0,False,True,True,False,True,False,False,False,False,2,1.298360655737705
1,0,1,1,17,1,1,0,1,0,1,0,1,70.35,1201.65,0,False,True,False,False,True,False,False,False,False,4,3.908333333333333
1,0,1,1,42,1,0,0,0,0,0,0,0,19.35,867.3,0,False,False,False,True,False,True,False,False,True,1,0.45
1,0,0,0,1,1,0,0,0,0,0,0,1,50.15,50.15,0,False,True,False,False,False,False,False,True,False,1,25.075
0,0,1,1,47,1,0,1,0,1,0,1,0,63.8,3007.25,0,False,False,False,False,False,True,False,False,False,4,1.3291666666666666
0,0,1,0,10,1,0,0,0,0,0,0,1,20.55,252.75,0,False,False,False,True,False,False,False,False,True,1,1.8681818181818182
1,1,1,0,70,1,1,1,1,1,1,1,1,88.55,6306.5,0,False,True,False,False,False,True,True,False,False,7,1.2471830985915493
1,1,0,0,67,1,0,0,1,0,1,1,1,101.4,6841.05,0,False,True,True,False,False,False,True,False,False,4,1.4911764705882353
0,0,0,0,1,1,0,0,0,0,0,1,1,81.95,81.95,1,False,False,True,False,False,False,False,True,False,2,40.975
1,0,1,0,7,1,0,0,0,0,0,0,1,69.35,451.1,1,False,False,True,False,False,False,False,True,False,1,8.66875
1,0,0,0,1,1,0,0,0,0,0,0,0,44.6,44.6,0,False,False,False,False,False,False,False,False,True,1,22.3
1,0,0,0,4,1,0,1,0,1,1,0,1,63.75,226.2,0,False,False,False,False,False,False,False,False,False,4,12.75
0,0,1,1,66,1,1,1,1,0,1,1,0,109.25,7082.5,0,False,True,True,False,False,True,False,False,False,6,1.6305970149253732
0,0,0,0,12,1,0,1,0,0,0,1,1,84.6,1017.35,0,False,False,True,False,False,False,False,True,False,3,6.507692307692308
0,0,0,0,24,1,0,0,0,0,0,0,0,20.45,527.35,0,False,False,False,True,True,False,True,False,False,1,0.818
1,0,0,0,26,1,0,1,0,0,1,0,1,85.75,2146.5,0,False,False,True,False,False,False,False,True,False,3,3.175925925925926
0,0,0,0,6,1,0,0,0,0,1,1,1,91.1,455.3,1,False,False,True,False,False,False,False,True,False,3,13.014285714285714
1,0,1,0,57,1,0,0,1,1,1,1,0,107.95,5969.85,0,False,True,True,False,False,True,False,True,False,5,1.861206896551724
1,0,1,0,14,1,0,0,0,0,1,0,1,86.1,1235.55,1,False,True,True,False,False,False,False,True,False,2,5.739999999999999
0,0,1,1,42,1,0,0,0,0,0,0,0,22.95,1014.25,0,False,True,False,True,False,True,False,True,False,1,0.5337209302325582
1,0,0,0,25,1,0,0,0,0,1,1,1,94.7,2362.1,1,False,True,True,False,False,False,False,False,False,3,3.6423076923076922
0,0,1,0,64,1,0,0,0,0,0,0,0,19.45,1225.65,0,False,False,False,True,False,True,True,False,False,1,0.29923076923076924
1,0,1,0,22,1,0,0,0,0,0,1,1,85.1,1873.7,1,False,True,True,False,False,False,False,True,False,2,3.6999999999999997
1,0,0,0,19,1,0,0,0,0,0,0,1,19.7,386.5,0,False,False,False,True,True,False,True,False,False,1,0.985
0,0,1,1,61,1,0,1,0,0,1,1,1,99.15,6010.05,1,False,True,True,False,False,False,False,True,False,4,1.599193548387097
1,0,1,0,22,1,0,0,1,0,1,0,1,87.0,1850.65,0,False,False,True,False,False,False,False,False,False,3,3.782608695652174
1,1,1,0,70,1,0,1,1,0,1,1,1,102.95,7101.5,1,False,True,True,False,False,False,False,True,False,5,1.45
1,0,0,0,12,1,0,0,0,0,0,1,1,79.95,1043.4,0,False,False,True,False,False,False,False,False,False,2,6.15
0,0,1,0,31,1,1,0,0,1,0,1,1,64.0,1910.75,0,False,False,False,False,True,False,False,True,False,4,2.0
0,0,0,0,11,1,0,0,0,0,1,1,1,64.9,716.1,0,False,False,False,False,False,False,False,True,False,3,5.408333333333334
1,0,1,1,68,1,0,0,0,0,0,0,0,25.75,1686.15,0,False,True,False,True,False,True,False,False,True,1,0.37318840579710144
0,1,1,1,72,1,1,1,1,1,1,1,1,90.15,6716.45,0,False,True,False,False,False,True,False,False,False,7,1.2349315068493152
1,1,0,0,67,1,1,1,1,1,1,1,1,116.1,7839.85,0,False,True,True,False,False,True,True,False,False,7,1.7073529411764705
0,0,0,0,60,1,1,0,1,1,1,1,1,104.95,6236.75,0,False,False,True,False,False,False,False,False,False,6,1.7204918032786887
1,0,0,0,1,1,0,0,0,0,0,0,1,45.05,45.05,1,False,False,False,False,False,False,False,False,True,1,22.525
0,1,0,1,1,1,0,0,0,0,0,0,1,71.0,71.0,1,False,False,True,False,False,False,False,True,False,1,35.5
1,0,1,1,58,0,1,1,1,0,1,0,0,50.0,2919.85,0,True,False,False,False,True,False,False,False,True,4,0.847457627118644
0,1,1,1,47,1,0,0,0,0,0,0,0,70.55,3309.25,1,False,False,True,False,False,False,False,False,False,1,1.4697916666666666
0,0,0,0,1,1,0,0,0,0,0,1,1,79.7,79.7,1,False,False,True,False,False,False,False,True,False,2,39.85
1,0,0,0,1,1,0,0,0,0,0,0,0,20.45,20.45,0,False,False,False,True,False,False,False,False,True,1,10.225
1,0,0,0,22,1,1,1,0,0,0,0,0,59.0,1254.7,1,False,True,False,False,False,False,False,True,False,3,2.5652173913043477
0,0,0,0,48,1,1,0,1,1,0,0,1,60.35,2896.4,1,False,False,False,False,True,False,True,False,False,4,1.2316326530612245
0,0,1,0,37,1,0,0,0,0,0,0,1,19.85,717.5,0,False,False,False,True,True,False,False,False,False,1,0.5223684210526316
1,0,0,0,13,1,0,0,0,0,0,0,1,19.95,253.8,0,False,False,False,True,True,False,False,True,False,1,1.425
1,0,0,0,43,1,0,0,0,0,0,0,0,26.45,1110.05,0,False,True,False,True,False,True,False,False,False,1,0.6011363636363636
0,0,0,0,6,0,1,1,1,1,1,1,1,63.4,348.8,0,True,False,False,False,False,True,False,False,True,6,9.057142857142857
1,0,0,0,71,0,1,1,1,1,1,0,0,53.95,3888.65,0,True,False,False,False,False,True,False,False,False,5,0.7493055555555556
0,1,1,1,1,1,0,0,0,0,0,0,1,69.25,69.25,1,False,False,True,False,False,False,False,True,False,1,34.625
0,0,1,1,72,1,1,1,0,0,1,0,1,95.1,6843.15,0,False,True,True,False,False,True,False,True,False,4,1.3027397260273972
0,1,0,0,6,1,1,0,0,0,0,0,1,74.1,450.9,0,False,False,True,False,False,False,False,True,False,2,10.585714285714285
1,0,1,1,12,0,0,1,0,1,0,0,0,35.5,432.25,0,True,False,False,False,False,False,False,False,True,2,2.730769230769231
1,0,0,0,25,1,0,0,0,0,0,0,0,70.95,1767.35,1,False,False,True,False,False,False,False,False,True,1,2.728846153846154
0,0,1,0,21,1,0,0,1,1,0,0,0,79.2,1742.45,0,False,False,True,False,True,False,False,True,False,3,3.6
0,0,1,1,6,1,0,0,0,1,0,0,1,48.8,297.35,0,False,False,False,False,False,False,False,False,True,2,6.971428571428571
1,0,1,0,20,1,0,0,0,0,1,1,1,89.0,1820.45,1,False,False,True,False,False,False,False,False,True,3,4.238095238095238
1,0,1,0,18,1,1,0,0,0,1,1,1,99.4,1742.95,1,False,True,True,False,False,False,False,True,False,4,5.231578947368422
0,0,0,0,43,1,0,1,0,1,0,0,0,55.45,2444.25,0,False,False,False,False,True,False,False,True,False,3,1.2602272727272728
0,0,1,1,35,1,0,0,0,0,0,0,1,25.4,949.8,0,False,True,False,True,False,True,True,False,False,1,0.7055555555555555
0,0,0,0,1,1,0,0,1,0,0,0,0,73.5,73.5,1,False,False,True,False,False,False,False,False,False,2,36.75
1,1,1,0,32,1,0,1,1,0,0,1,1,93.5,2970.8,0,False,True,True,False,False,False,False,True,False,4,2.8333333333333335
1,0,0,0,52,0,1,1,1,1,1,1,0,63.9,3334.95,0,True,False,False,False,False,True,True,False,False,6,1.2056603773584906
1,0,0,0,32,1,0,0,0,0,1,1,1,64.85,2010.95,0,False,False,False,False,True,False,False,False,False,3,1.9651515151515149
